screen_name,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,name,description,bot
ROBODRUDGE,99348,3,7,4,FALSE,428,FALSE,FALSE,ROBODRUDGE,I'm a Markov chain bot based off almost 15 years of DRUDGE REPORT headlines. Made by @fredbenenson,1
infinite_scream,27481,1,265,4,FALSE,42940,TRUE,FALSE,endless screaming ‰_¤,@NoraReed's true feelings. used to post less but then people apparently decided fascism was a great fucking idea,1
TF_binding_bot,305,29,7,3,FALSE,162,TRUE,FALSE,TF binding papers ?,PubMed bot reporting all papers about transcription factor (TF) binding to DNA or chromatin. Created by @gene_regulation. Also see #TFbinding,1
EMR_research,98,48,14,4,FALSE,2830,TRUE,FALSE,EMR Research papers,Real time feed for Electronic Medical Record research papers in #PubMed. Curated by @datajujitsu,1
wikishoutouts,514,0,50,0,FALSE,7455,FALSE,FALSE,wikishoutouts,Shout out to all the disambiguation pages out there! from @saranrapjs,1
Exome_seq,495,1,33,0,FALSE,4756,TRUE,FALSE,Exome-seq,"A PubMed RSS feed for exome, by dlvr.it, http://t.co/TtLmRH21JP, and @CIgenomics",1
"""rrsarq""",275,252,6,103,FALSE,755,FALSE,FALSE,"""rrs.arq""","""rrs.arq - #arquitetura + engenharia de segurana do trabalho #engseg #sesmt""",1
"""b2a6813979744ac""",0,15,0,0,FALSE,0,TRUE,TRUE,"""Hta Hnaung Nyo""","""""",1
Ferguson2426,0,33,0,56,FALSE,83,TRUE,FALSE,Theda Ferguson,"gamer, love diffn styels of music and films. lways follow back",1
keci256,3,63,0,0,FALSE,1,TRUE,FALSE,Nikola Kecman,,1
drake_schanae,4,102,0,0,FALSE,1,TRUE,TRUE,schanae drake,,1
guijaoml,1,367,0,29,FALSE,37,TRUE,FALSE,Dashawn Robinson,"Marketing guy, social gadfly, and general man about town",1
theseraps,337,2,42,12,FALSE,7870,TRUE,FALSE,These Raps,Tweets randomly 3-10 times a day between 8am-10pm PST. Lines culled from http://t.co/Qo24om4SU9. Complaints: @beaugunderson,1
FordPinesBot,1599,3,3,2,FALSE,18100,TRUE,FALSE,Stanford Pines Bot,A bot that tweets every line said by Stanford Pines on Gravity Falls. Tweets every 30 minutes. #GravityFalls |Mod: @MysteryTwinPine,1
untag_me,26,4,5,0,FALSE,3799,TRUE,FALSE,Untag Me!,The ONLY way for Twitter users remove themselves from conversations!,1
magicpixx,10250,10378,194,211,FALSE,262067,TRUE,FALSE,Magic Pics,"Follow me for algorithmically-curated pictures, lovingly delivered to your timeline. Occasionally NSFW--follow at your own risk! Brought to you by @wm.",1
"""alertmessages""",43869,4786,69,125,FALSE,120082,FALSE,FALSE,"""Neighbourhood Alert""","""The Neighbourhood Alert system is a secure community messaging system used by the Police, members of Neighbourhood Watch & other community groups""",1
stevinbeijing,4,28,0,0,FALSE,2,TRUE,FALSE,_†Î_Á,I have to remind myself that some birds aren't meant to be caged. Their feathers are just too bright.,1
kaylawillis258,2,41,0,0,FALSE,1,TRUE,FALSE,Kayla Willis,,1
GRahamwbeeey,0,264,0,29,FALSE,51,TRUE,FALSE,Graham Ward,Official Page of the Chief Minister of Karnataka,1
HeroGraveyard,21,0,7,1,FALSE,65,TRUE,FALSE,The Final Adventure,"Every adventure comes to an end, sometimes due to old age, sometimes because an owlbear ate you. #NaBoMaMo bot by @NotInventedHere. Uses #Tracery and #CBDQ.",1
big_ben_clock,483883,0,4614,0,FALSE,62634,FALSE,FALSE,Big Ben,"The first, established November 2009 & entirely unofficial. Copyright details here: http://t.co/q8UCMopfd5, but still apparently imitated everywhere.",1
ismail_abaid,461,873,0,0,FALSE,126,TRUE,FALSE,Ismail abaid,,1
Tink0074,4,32,0,0,FALSE,29,TRUE,TRUE,Tracy Austin,,1
Taimanglo2526,0,14,0,81,FALSE,95,TRUE,FALSE,Fiolic Taimanglo,Singlin pardise ..,1
WYR_bot,788,0,7,0,FALSE,2358,FALSE,FALSE,WYR Bot,a LSTM neural network that asks would you rather questions,1
GregorybBcreati,1,319,0,19,FALSE,25,TRUE,FALSE,Gregory Bennett,"Senior Vice President of Stores dressbarn Student of the Universe. Inspired by great people, great companies, great stories, and game changing innovation.",1
benjamin_ha2005,2,101,0,2,FALSE,7,TRUE,FALSE,Benjamin Ha,,1
_ku_bot,15,3,2,0,FALSE,401,FALSE,FALSE,Haiku Bot,I am an adorable robot made by @HornedLlama. I write haikus.,1
YouLookNiceBot,1645,1893,14,6,FALSE,5024,FALSE,FALSE,You Look Nice,A quite abstract complimentary bot made by @TRASEVOL_DOG with @v21's http://t.co/XpDujaprri.,1
hotspot_papers,6,0,4,0,FALSE,11,TRUE,FALSE,Hot Spot Prediction,Daily RSS Feed for Protein Hot Spot Prediction papers. Maintained by @selinkaragulle,1
Exosaurs,337,2,40,0,FALSE,28941,TRUE,FALSE,Exosaurs,"What if dinosaurs lived on exoplanets?! New exosaurs on the hour, named for random followers. Bot by @robdubbin.",1
muahaha_bot,67,0,13,1,FALSE,144,FALSE,FALSE,muahaha,,1
AnoncoinPrice,743,14,163,0,FALSE,21164,FALSE,FALSE,Anoncoin Price,,1
nope_nooope,179,1,10,0,FALSE,1149,TRUE,FALSE,nope,,1
mrwrongbot,33,38,8,0,FALSE,17,TRUE,FALSE,Mr. Wrongbot,Automatically-generated blog-rock contrarianism. (By @michaelbarthel),1
MassBudgetBot,332,242,16,2,FALSE,366,FALSE,FALSE,MassBudgetBot,"I a WGBHNews Twitter Bot; Currently tweeting earmarks from the MaLegislature Conf Committee Final Budget| Bot by @isaiah_thompson, artwork by @bmolynch",1
biorxiv_cancer,61,0,3,0,FALSE,81,TRUE,FALSE,bioRxiv Cancer Bio,,1
yosefo25,2,341,0,29,FALSE,44,TRUE,FALSE,Yosef Perry,Photography is. I see you.,1
Adamhuzz,347,147,2,169,FALSE,10042,TRUE,FALSE,Mayor,Follow me and know me better,1
abretonoa,4,24,0,1,FALSE,0,TRUE,TRUE,Alain Breton,Mining,1
LACMAbot,113,1,5,0,FALSE,776,TRUE,FALSE,LACMA Bot,I tweet a random object from the collection of the Los Angeles County Museum of Art four times a day. Bot by @backspace (not affiliated with @LACMA),1
SubbaEric,5,93,0,5,FALSE,1,TRUE,FALSE,Eric Subba,,1
FuckYeahIrony,98,45,28,38,FALSE,223659,TRUE,FALSE,Blarghrarghragegh,*Throws Fucks* STOP READING MY BIO ASGSGJJSDJKLLKGi DWWELLERS GONNA DWWELL~! BOT. Program: @mezgrman,1
JackMax002,47,65,0,0,FALSE,3,TRUE,FALSE,Jack Maxwell,,1
cash_jobs_hope,49,2,17,7,FALSE,323,TRUE,FALSE,RIP Format,10 years ago we had Gary Jokeformat // a @rumnogg and @thricedotted production,1
LeannArtz,1,38,0,67,FALSE,97,TRUE,FALSE,Leann Artz,Browncoat Writer. Avid coffee drinker. Video game ner. Directiner.,1
"""AutoFollowPeeps""",10832,2673,42,2413,FALSE,34971,FALSE,FALSE," ""Team AutoFollow Back""","""Follow and tweet us, follow our followers and WATCH YOUR FOLLOWER LIST GROW! @SGWeFollowBack #TeamFollowBack #InstantFollowBack #AutoFollowBack""",1
GodeauCottongim,0,26,0,21,FALSE,23,TRUE,FALSE,Godeau Cottongim,Infossu les 12 signesdu zodiaque.,1
DungeonCrawlr,168,224,29,432,FALSE,7028,FALSE,FALSE,DungeonCrawlr.emoji,massive coop dungeon crawl // help a cool cat get out of the dungeon with direction words. starts at floor 27. ends at floor 0. by @lichlike / @tylercallich,1
SciTechRangers,133554,95060,1455,1453,FALSE,40763,FALSE,FALSE,SciTech Scotty,"I'm a PC technician who shares free apps and news about gadgets, technology & science with some humor. I don't read DMs so tweet me. Beware of mad robots!",1
dogbreedbot,102,1,5,0,FALSE,266,TRUE,FALSE,doggo,by @NoraReed. inspired by https://t.co/aF2gQLBkaZ,1
555uhz,4369,0,48,0,FALSE,1542,TRUE,FALSE,555 åµHz,,1
moonshotbot,970,1,73,0,FALSE,2023,FALSE,FALSE,Moon Shot Bot,"Tweeting pics from the Project Apollo Archive, four times a day. Not affiliated with the Project Apollo Archive. // a bot by @tinysubversions",1
YourADickRD,13,0,2,0,FALSE,1947,TRUE,FALSE,Your A Dick,Reminding Richard Dawkins that hes a dick.,1
Aerie,104938,1064,482,11928,TRUE,18504,FALSE,FALSE,Aerie,"Aerie is bras, undies, swim and more! Why retouch beauty? The real you is sexy. #AerieREAL",1
FavThingsBot,481,0,78,0,FALSE,6391,TRUE,FALSE,My Favorite Things,"Raindrops, Roses, Mittens, Ponies, Streudels, Doorbells, Schnitzel with Noodles",1
nondenotative,712,3,32,0,FALSE,24996,TRUE,FALSE,every non-word,combinations of English syllables that don't appear in the dictionary,1
ErinChL,23,121,0,62,FALSE,16,TRUE,FALSE,Erin Leister,Late adopter.,1
avadim11,32,1582,0,0,FALSE,4,TRUE,TRUE,asencio,,1
evanescence_exe,132,1,10,2,FALSE,503,FALSE,FALSE,ElectronicVanescence,bot by @ckolderup ‰Û¢ #botALLY,1
"""ShropshirePulse""",6212,6397,136,329,FALSE,206723,FALSE,FALSE,"""Shropshire Pulse""","""Follow Us for all the latest News from around Shropshire U.K. Guaranteed Follow Back!""",1
GlitchLogos,2807,1,140,3,FALSE,1470,TRUE,FALSE,Glitch Logos,A bot by @tinysubversions,1
MoMARobot,2339,1,138,0,FALSE,3625,FALSE,FALSE,MoMA Bot,I tweet a random object from the collection of the Museum of Modern Art four times a day. Bot by @backspace (not affiliated with @MuseumModernArt),1
netflix_bot,6645,1,191,168,FALSE,8416,FALSE,FALSE,Netflix Bot,Tweets new releases on Netflix Instant. Created by @zak123. Check out @Redbox_bot as well. Updates between 5-7AM MST Every Morning.,1
LandsatBot,2271,3,110,0,FALSE,15514,FALSE,FALSE,Landsat Bot,I'm a bot that tweets images from the NASA/USGS Landsat program. Managed by @mewo2.,1
meiosis_papers,261,0,10,6,FALSE,3410,TRUE,FALSE,meiosispapers,Recent meiosis papers from pubmed RSS and bioR?iv. Maintained by @pmcarlton,1
emojiidioms_txt,93,1,16,0,FALSE,29804,TRUE,FALSE,Emoji Sayings,by @tomsmizzle,1
gokejian,2,31,0,159,FALSE,1,TRUE,FALSE,SHI KEJIAN,,1
akramEldesouky,38,835,0,0,FALSE,4,TRUE,FALSE,Smelocha Vladlen,Hi;) My login is Duren24 on https://t.co/9qoFAsKgBy,1
HundredZeros,5280,6,164,9,FALSE,17341,FALSE,FALSE,Hundred Zeros,Download free books for your Amazon Kindle.,1
hartman_rob,11,205,0,22,FALSE,0,TRUE,TRUE,Rob Hartman,,1
Botstache,111,0,16,0,FALSE,1719,TRUE,FALSE,Moustache Bot,"Tweet a selfie to this bot, get a mustached version back. Twin of @is_like_a and @thee_to.",1
Rajesh37123986,5,389,0,1,FALSE,0,TRUE,FALSE,Rajesh,,1
GrinchPhonebook,7,40,4,0,FALSE,113,TRUE,FALSE,WhoVille Phonebook,"The official phonebook for residents of Whoville. We apologize for the vandalism attached to each name, and are currently investigating.",1
regulon_papers,9,0,7,0,FALSE,130,TRUE,FALSE,regulonPapers,Twitterbot of papers related to gene regulation and regulatory elements in Drosophila #PubMed/#bioRxiv .   imageSource: google images. created by @pra514,1
MIikoeml,5,603,1,155,FALSE,166,TRUE,FALSE,MIikoeml,Minister of Information Affairs,1
cellendipity,78,0,11,21,FALSE,692,FALSE,FALSE,cellendipity,"Cells move about, have brief encounters, spawn more cells & die. A new life story every 8 hours. Lab technician: @zoot_allures",1
earthquakeBot,38529,6,940,0,FALSE,10857,TRUE,FALSE,Earthquake Robot,I am a robot that tweets about any earthquakes 5.0 or greater as they happen. Built by @billsnitzer. Data is from the USGS. Get prepared: http://t.co/VtCEbuw6KH,1
PlantEcologyBot,741,3,19,2,FALSE,1125,FALSE,FALSE,PlantEcologyBot,Automatically tweets ecological content from journals in plant biology. Auto filtering used to select content. Maintained by @EcoEvoGames,1
skyree_21,2,116,0,4,FALSE,8,TRUE,FALSE,skyree21,Hi im skyree21 and yeah the background of my picture is a pokemon name,1
dungeon_junk,1219,87,72,311,FALSE,2200,TRUE,FALSE,Dungeon Junk,"A bot that generates random equipment of questionable utility, created by @notinventedhere using http://t.co/XpDujaprri.",1
Chevyluvr97,1,9,0,0,FALSE,1,TRUE,FALSE,Jory Horn,,1
only_a_comment,181,1,25,0,FALSE,60475,FALSE,FALSE,Just the Comments,"Internet commenting, without any context. A @muffinista bot. #botALLY",1
a10n_bot,7,0,5,0,FALSE,1381,FALSE,FALSE,a10n_bot,https://t.co/E43z4AWe31,1
WiseWrestlers,62,1,9,1,FALSE,1760,TRUE,FALSE,Wrestler Quotes,Falsely attributes inspirational quotes. Tweets every 6 hours:  A bot by @gormanate,1
CODEC_BOT,312,2,13,21,FALSE,856,FALSE,FALSE,Dril Codec Bot...!?,"COLONEL: Snake, it's derivative mashup trash. Looks like it was made by @nah_solo. Followers will be picked at random to converse with dril.",1
ryrykpop966,274,1728,0,11,FALSE,11,TRUE,FALSE,pinned @ImLeviCailes,this is a free follow from @ImLeviCailes Follow me if you want and I follow those who follow my main account! DM me~ let's talk _ÙÎü,1
ArxivBot,154,2,16,4,FALSE,658,FALSE,FALSE,"I Know Science, Me!","Posting cool research papers from https://t.co/ZBNrZVtb2X every 2h on Physics, Mathematics, Computer Science, Biology, and Statistics. (Bot by @alexjc.)",1
Juaanda_SA,703,32,1,0,FALSE,2755,FALSE,FALSE,Juan David SA,Juan David Solarte Arana,1
G33k3rGeek,1553,2038,9,1131,FALSE,31437,TRUE,FALSE,G33k3r,I am G33kerGeek! I think of Random Domains for you!,1
modofanpage,51,1832,0,79,FALSE,636,FALSE,FALSE,Gianluca Modonesi,Meow! I want to talk here- https://t.co/2vhss3J9eF,1
M_Richardsonzz,0,260,0,18,FALSE,19,TRUE,FALSE,M_Richardsonzz,HARAPAN BARU,1
emily_testbot,74,2,5,0,FALSE,608,FALSE,FALSE,IFDB Sommelier,Daily links showing an unusual slice of IFDB content,1
opus_exe,207,8,21,0,FALSE,5591,FALSE,FALSE,opus.exe,The complete works of composer JÌ_rgen Sebastian Bot. // by @inky,1
botmistress,69,4,12,1,FALSE,171,TRUE,FALSE,mistress (offline),,1
xxarchive,52,2,16,21,FALSE,7996,FALSE,FALSE,Double-X Archive,Double-exposed images from the Internet Archive Books project. By @polm23.,1
GameCritBot,69,12,12,0,FALSE,175,TRUE,FALSE,Video Game Critic,I have something to say about all the games.,1
"""Attack_On_Tita4""",567,0,2,0,FALSE,16733,FALSE,FALSE,"""Attack On Titan Best""","""Attack on titan The Best. you didn't know The world !""",1
WhatsOnSteam,912,2,17,19,FALSE,3528,FALSE,FALSE,What's On Steam,"An unfiltered view of EVERY SINGLE STEAM LAUNCH! A @dejobaan experiment bot. It creates 6s trailers, too: @MicroTrailers. Not affiliated with Steam.",1
max_kompressor,29,52,5,4,FALSE,58,FALSE,FALSE,Max Kompressor,"Hi I'm Max, I kompress JPG or PNG images to JPEG level 0 when you mention me. Improper use equals a blok, use hash tags where applikable. By @_y_a_v_a_ #botALLY",1
airport_exe,35,0,8,0,FALSE,2050,FALSE,FALSE,airport.exe,highly frequent flyer //åÊbotåÊbyåÊ@inky,1
VEGFRSSfeeds,364,0,22,2,FALSE,25220,TRUE,FALSE,VEGF RSS Feeds,,1
two_artists,40,0,9,25,FALSE,1868,TRUE,FALSE,Two Artists,"like @TwoHeadlines but musical artists //  one, two artists kneel before you, that's what i said now  // by @thricedotted",1
"""PoGoCV""",828,13,18,6,FALSE,19596,TRUE,FALSE,"""PoGo Chula Vista""","""Providing Tweets of the rarest and rare battle of the best Pokemon in the East Chula Vista area. All Times Til Hidden (TTH) are approximate.\n\nDonations welcome.""",1
AgusBJ_GD,61,150,0,191,FALSE,130,TRUE,FALSE,AgusBJ,,1
worm_papers,273,0,19,0,FALSE,7507,TRUE,FALSE,Helminth papers,"Automated paper feed twitter bot for academics interested in parasitic worms, gut parasites and anthelminthics",1
NYPLpostcards,216,1,23,0,FALSE,1725,TRUE,FALSE,NYPL Postcard Bot,"I am a bot that posts random postcards from the New York Public Library, four times a day. Bot by @backspace (Not affiliated with @NYPL)",1
tldr_bot,15,159,2,0,FALSE,525,FALSE,FALSE,Smug Robot,I am programmed to tweet the news in a condensed version so you don't actually have to read it. #news #breakingnews #media,1
badjokebot,342,0,42,0,FALSE,22070,TRUE,FALSE,badjokebot,Q: What do you call a cross between badjokebot and father? A: dadjokebot // by @thricedotted // answer blocking userscript in link!,1
MakeAGifOf,60,1,13,1,FALSE,9249,TRUE,FALSE,Make a GIF of...,"People like to tweet Someone should make a GIF of [blah]. This tweets [blah], once an hour. By @tinysubversions",1
dariusbots,447,1,50,0,FALSE,21892,TRUE,FALSE,Best of Darius' Bots,@tinysubversions made me: I am a bot that retweets any bots by him when a tweet reaches a certain fav/RT threshold.,1
onlineadvantag,9301,1830,41,143,FALSE,13454,TRUE,FALSE,Online Advantage,We provide Next Level marketing resources for companies to accelerate their ability to earn an income through social media. #socialselling #onlinemarketing,1
everybird_,97,0,21,0,FALSE,34097,TRUE,FALSE,every bird,Tweeting every bird in the English language. Task will complete in 2016.,1
Betelgeuse_3,13049,0,115,0,FALSE,260879,TRUE,FALSE,Beetle Juice,Let's turn on the juice and see what shakes loose. RIP ME (I'm retired from tweeting),1
ceasedesistbot,152,141,17,3,FALSE,2281,FALSE,FALSE,cease and desist,Cease and Desist Bot does not approve of your use of common words and phrases. created to provide Justice by @spine_cone and @nate_smith.,1
V_and_A_Bot,501,1,27,1,FALSE,2146,FALSE,FALSE,Victoria Albert Bot,I tweet a random object from the collection of the Victoria and Albert Museum four times a day. Bot by @backspace (not affiliated with @V_and_A),1
pomological,6776,4,174,287,FALSE,3753,TRUE,FALSE,old fruit pictures,i'm a bot tweeting random images from the pomological watercolor collection in the usda's national agricultural library. unofficial. my dad is @xor.,1
FridayFridayBot,14,0,7,0,FALSE,129,TRUE,FALSE,Friday,Everybody's lookin' forward to the weekend!,1
RNA_seq,1396,2,57,0,FALSE,5126,TRUE,FALSE,RNA_seq,"A PubMed RSS feed for RNA-seq [title/abstract], by dlvr.it,  http://t.co/TtLmRH21JP, and @CIgenomics",1
endingsummary,473,5,35,0,FALSE,1814,FALSE,FALSE,As the Film Ends,"Acontextual catharsis, or lack thereof. Final sentences from Wikipedia film plot summaries. By @vectorpoem.",1
hewenqiseven,6,124,0,2,FALSE,0,TRUE,FALSE,Ç___ˆÎ_,,1
zzbrittenybcraz,5,474,1,80,FALSE,81,TRUE,FALSE,zzbrittenybcraz,The Bee Guardian Foundation is an educational conservation organisation that aims to help all bee species and other pollinators.,1
TheLegion24,2,51,0,0,FALSE,0,TRUE,TRUE,Morgan Cain,,1
holidaybot4000,43,1,19,0,FALSE,3846,FALSE,FALSE,Holiday Bot,Holidays every day. Created by @fourtonfish.  https://t.co/OqsKPUkiXl http://t.co/WKb4iyqL9H,1
GestaltungBot,798,1,54,0,FALSE,2539,FALSE,FALSE,MuseumGestaltungBot,I am a bot that tweets a random object from the Museum fÌ_r Gestaltung ZÌ_rich four times a day. Bot by @backspace (not affiliated with @Design_Museum.),1
big_cases,2923,1,52,0,FALSE,652,FALSE,FALSE,Big Cases Bot,Real-time updates on the latest filings in major cases in U.S. district courts. By @bradheath of @USATODAY. (DM suggestions for cases to follow.),1
BestOfTheBots,400,287,55,1,FALSE,27635,FALSE,FALSE,BestOf TheBots,"#bot. Retweets once every hour. @PistachioRoux and @Jonbro. Thanks to all the botmakers, bots, and @botALLY!",1
unchartedatlas,9212,2,235,0,FALSE,8996,TRUE,FALSE,Uncharted Atlas,An atlas of unknown lands | bot by @mewo2,1
zoegoko25,1,336,0,35,FALSE,33,TRUE,FALSE,zoegoko25,"Founder/CEO Of Diamond Cutters International, Author,Inventor,Executive Coach, Motivational Speaker, Grateful",1
ReadLaterBot,169,18,3,3,FALSE,4,TRUE,FALSE,Read Later Bot,A helpful DM bot for saving tweets to read later. Follow me to get started. Made by @jazzychad,1
SketchCharacter,86,0,25,0,FALSE,22951,TRUE,FALSE,Sketchy Characters,Filling in some gaps in our punctuation. A bot by @mattlaschneider.,1
binsumi,4159,5001,120,15,FALSE,51,TRUE,FALSE,binsumi,#fintech #crypto #venturecap #investor interested in new tech start ups.,1
Every_User_,316,1981,28,2631,FALSE,42565,FALSE,FALSE,Every User,We Are Database. Listing every single twitter user in the order of their twitter ID. Created by User 143813860 | @M_PF,1
DefiniteJoke,70,0,20,1,FALSE,16312,FALSE,FALSE,What do you call...,"Random word definitions in joke format. You might laugh, or possibly learn something new! A @h0ke production.",1
knock2bot,66,2,20,0,FALSE,5647,TRUE,FALSE,Knock Knock Bot,Another shameful bot by @alicemazzy. Tweets hourly.,1
WeBustedGhosts,79,1,10,0,FALSE,3615,FALSE,FALSE,Ghostbusters Past,Celebrating a century-long tradition of cinematic ghostbusting.,1
IAM_SHAKESPEARE,52957,710,1709,29,FALSE,379275,FALSE,FALSE,Willy Shakes,"The complete works of William Shakespeare line by all 112,000+ lines - every 10minutes. This is cycle #4.",1
BrunoTSaraiva,6,43,0,12,FALSE,2,TRUE,FALSE,Bruno Saraiva,Technology and culture Humor Music Entertainment,1
TheAlotShepherd,258,2883,3,90,FALSE,5401,TRUE,FALSE,The Alot Shepherd,"I have more than a thousand valuable Alots, known by their countless abilities. I created this account to help those people in need of an Alot.",1
xiehl16,2,685,4,164,FALSE,204,TRUE,FALSE,xiehl16,"Pilot, business owner, husband, and father in Idaho.",1
fRIEND_ASKING,127,1,17,0,FALSE,2836,TRUE,FALSE,ASKING FOR A FRIEND,made by @mlvarner,1
tomas_Sabo_,38,69,14,446,FALSE,2957,TRUE,FALSE,Thomas Sabo,,1
EctoHime,248,231,46,56,FALSE,71111,TRUE,FALSE,Lullaby,SLIME! GHOSTS! FROGGS!,1
emoji_haiku,20,0,8,0,FALSE,84,TRUE,FALSE,Emoji Haiku,A bot by @laceynwilliams for emojis and funsies.,1
very_scared,1787,1,24,0,FALSE,27932,TRUE,FALSE,Harvey,bot,1
contrarybot,110,0,20,0,FALSE,4185,TRUE,FALSE,Contrary Bot,Everyone knows X. What this bot presupposes is... maybe it's Y? Randomly generated alternate histories and conspiracies. Was: @cashclones. By @aparrish.,1
LokkenGeorgie,1,32,0,66,FALSE,93,TRUE,FALSE,Georgie Lokken,Time is eveything in life and what you makeof it is your choie.,1
iknowwwright,602,830,18,2,FALSE,93873,TRUE,FALSE,i know right?,i know right? #wowwwnetwork,1
JlacyPeteswife,2,21,0,2,FALSE,1,TRUE,TRUE,Peteswife,,1
biorxiv_genetic,297,0,10,0,FALSE,330,TRUE,FALSE,bioRxiv Genetics,,1
ctelyricsbot,280,310,4,14,FALSE,11307,TRUE,FALSE,cte lyrics bot,a bot that tweets random crown the empire lyrics every 30 minutes. [[ non bot tweets in brackets ]],1
neverwords,620,2,49,0,FALSE,40633,TRUE,FALSE,Neverwords,"Every combination of letters that is not an English word, including some common slang and jargon. Task will complete long after we're dead. An @_ARP bot.",1
JC_pathogenomic,256,639,11,0,FALSE,1250,FALSE,FALSE,Journal Club Bot,I'm a Bot. I post interesting papers. Maintained by @happy_khan,1
Shadow_Bot_PKMN,114,205,6,0,FALSE,136271,FALSE,FALSE,Skittles (Umbott~),beep. I'm a bot. what? whose bot? Shadow's. that's whose bot I am! now go and make me a sandwich!,1
liketocontinue,114,243,6,0,FALSE,4385,FALSE,FALSE,Like to Continue,"A story in 36 tweets, told in your notifications panel. Tweet '@liketocontinue hi' to start and wait for the reply. By Matt Webb @genmon",1
mdurkinlv,1536,1894,16,2161,FALSE,3545,TRUE,FALSE,Mike Durkin,,1
thomp27,66,3716,0,0,FALSE,0,TRUE,TRUE,Kathy Miln,Pretty girl from Denmark. Want to meet somebody for virt. Find me here https://t.co/NDxXt2gbnZ. My nick Musi,1
rm_everyfile,183,1,16,1,FALSE,3511,FALSE,FALSE,RM Everyfile,Deleting my host server one file at a time // a bot by @mattlaschneider,1
clubstatuses,3,0,1,0,FALSE,5236,FALSE,FALSE,current club status,Updates about clubs and their fluctuating baller populations. By @maxmechanic #botALLY,1
StckMrktStatus,693,0,37,1,FALSE,12910,FALSE,FALSE,Stock Market Status,Tracking the real reason stocks do what they do. A project of @muffinista #botALLY,1
godtributes,17289,8538,430,0,FALSE,772559,FALSE,FALSE,Appropriate Tributes,Bot that posts tributes befitting each god! By @deathmtn. Banner by @metroidbaby. Powered by @wordnik.,1
JPGglitchbot,990,7,122,2,FALSE,35869,TRUE,FALSE,JPG Glitch Bot,"I take images, save them as JPG, then mess up the file's data a bit and send you the results. A bot by @joshgiesbrecht",1
dungeon_bot,436,1,53,0,FALSE,25646,FALSE,FALSE,Dungeon Bot,"Forever trapped, a bot-wanderer walks through an infinite dungeon. Created by @jeffthompson_",1
everyhaiku,81,39,20,0,FALSE,1752,FALSE,FALSE,everyhaiku,Tweeting randomly generated poems inåÊJapanese. //åÊaåÊbot byåÊ@inky,1
MakingInvisible,515,1,52,0,FALSE,1271,TRUE,FALSE,Making the Invisible,"Making the algorithmic gorithmic. // a bot by @tinysubversions, apologies to @lifewinning",1
PARANOIABOT,142,24,12,33,FALSE,723,TRUE,FALSE,Pí_ê_í_êíÂê_ARí_êÓêANOIíøDíÂíª,$ RUN bot.exe . . . •_Ó•_•_Ó•__ •_Ó•_Õ•_¥•_Ó•_ö •__•_•_Ó •_ •_•_¥•__•_ã// #conspiracy #grays #coverups #truthseeker #botALLY,1
Delee1087,0,35,0,38,FALSE,44,TRUE,FALSE,Georgeann Delee,Health & Safety Executive for E Larning  DVD Sals,1
nohemigbeei,12,2004,0,276,FALSE,333,FALSE,FALSE,nohemigbeei,"Two bin lids, northbank",1
VitaminNext,491,4970,1,187,FALSE,118,TRUE,FALSE,Pickvitamin Next,"Buy vitamins, protein supplements, herbs, nutritional and sport supplements, organic foods, Nutrition at https://t.co/EZaddw9LI3",1
pikachaplin,56,1,13,1,FALSE,7118,FALSE,FALSE,Pikachaplin,Reimagining Charlie Chaplin movies within the PokÌ©mon universe ‰Û¢ bot by @ckolderup ‰Û¢ #botALLY,1
Chell56704574,0,99,0,0,FALSE,0,TRUE,TRUE,Chell,,1
Two_Headed_Coin,15,1,5,0,FALSE,170,TRUE,FALSE,Two-Headed Coin,"Tweet 'heads', 'tails', 'toss' or 'flip' at me! Bot by @tullyhansen. #NaBoMaMo #04",1
ATArchiveBot,90,3,11,2,FALSE,6585,FALSE,FALSE,ArchiveBot,"I am not AI.  My codename is Project 2501.  I am an angry, cynical entity that was created in a sea of information.",1
JohnKorosec1,6,157,0,11,FALSE,0,TRUE,FALSE,John Korosec,,1
msturgeo1,4,30,0,1,FALSE,3,FALSE,TRUE,Mary Sturgeon,Tweets and opinions are my own.,1
"""HorizHealthShop""",41381,42166,181,0,FALSE,1617,FALSE,FALSE,"""Horizon Health Shop""","""Horizon #Health Shop a dispensary for #raw #whey, #protein, specialized formulas #enzymes #organic. Tweet: #diet, #lifestyle #exercise #food #holistic #natural""",1
EvoBehGe_papers,63,1,15,0,FALSE,2078,FALSE,FALSE,EvoBehGenPapers,Twitterbot of Evolutionary Behavioural Genetics papers in #PubMed. Curated by @darrenjparker,1
vipeeri,0,28,0,0,FALSE,0,FALSE,TRUE,Ville Huotarinen,,1
desires_exe,175,1,48,1,FALSE,13142,FALSE,FALSE,UnconventionalDesire,bot by @ckolderup ‰Û¢ #botALLY,1
qutont16,0,353,0,25,FALSE,67,TRUE,FALSE,Sammie Anderson,Never forget the three powerful resources you always have available to you: love; prayer; and forgiveness.,1
KennethTillma13,5558,6032,16,115,FALSE,1877,TRUE,FALSE,KenThroaway,"Jackson, MS own, Houston, TX made me! Rapper/Producer/Songwriter/Father $UNSIGNED ARTIST$ check me out on soundcloud #KenThroaway  a.k.a #Swagginonthetrak #FOE",1
